train_loss	train_mrr	valid_loss	valid_mrr
6.4508436016054365	0.03755194543243823	6.19770684449569	0.049403023136698684
5.451150278891286	0.11649219292417058	5.7394998177238135	0.09085073224876238
4.804417138655783	0.1913175041193406	5.459507672683053	0.12412528823251309
4.328017928760046	0.2574280602094849	5.244211113971213	0.1498887636091398
3.9593296074689768	0.3125238290643574	5.0920140224954356	0.1747119271236917
3.654350351754844	0.3597440093238064	4.974040819251019	0.19060565531253815
3.397692394019948	0.40071108737595323	4.940624527309252	0.20676939707735312
3.178711191300423	0.4359092881750528	4.913308330204176	0.21624760200148044
2.980053783350488	0.4682044717425448	4.853928690371306	0.22618950773840366
2.801542713979338	0.4979704798155328	4.849039492399796	0.23691430234390756
2.6408638149573846	0.524986759826504	4.8232485937035605	0.24406360284141873
2.491898605013012	0.5498749035463736	4.866381707398788	0.2496444161819375
2.3569295992034838	0.5730848714672306	4.832930108775264	0.2556725669166316
2.23009249471849	0.5943054864483495	4.819458629774011	0.26055806097776996
2.1116960468718196	0.6148224029292539	4.943631068519924	0.2636922455352286
2.0038307881532766	0.6335400808833669	4.9879316868989365	0.2647998449595078
1.8985850964823077	0.6515673888528317	5.002886150194251	0.2665906107943991
1.8038703827349187	0.6680934551927648	5.100393647732942	0.2718473426673723
1.713180503537578	0.6834917207509649	5.1090367773304814	0.27215341251829395
1.625024368390256	0.6993418650946606	5.295165704644245	0.27536939149317535
1.5456008887468438	0.7128650337531608	5.289125131524128	0.2760445378396822
1.470546319821928	0.7263820916784016	5.376024868177331	0.2787461825039076
1.3977175462926292	0.7394644189117564	5.3408935173698096	0.2772087539019792
1.3305490951680072	0.7515092555701585	5.647433384605076	0.27539991295855976
1.26614269887839	0.7631080702279992	5.560261208078136	0.2753169011810552
1.2058358483811467	0.7743787329191014	5.700805726258651	0.27586565911769867
1.1489978704795647	0.7834840437614592	5.767469157343325	0.27762198189030524
1.0933409948502817	0.7944248045052843	5.952050934667173	0.2768545222023259
1.0444998569583184	0.8030281810843324	6.106342751046886	0.2773455757161845
0.994882054867283	0.8119702124713964	6.047284022621486	0.2769214893164842
0.9490109198442463	0.8208260346878847	6.44241884480352	0.2755240519409594
0.9067566686173527	0.8284429326542554	6.536277169766634	0.2770934629699458
0.8674266848611477	0.8355836463033709	6.656447659368101	0.2747584153776583
0.8307289515180564	0.8430474820562983	6.717271120651908	0.2773524697708047
0.7956678178115163	0.8488537365982017	6.9718142385068145	0.27390122607998224
0.7611334554610714	0.8557584577103703	6.733900795812192	0.27535711941511737
0.7341421659915678	0.8604992324897728	7.23951182158097	0.27366383179374365
lost_patience
