train_loss	train_mrr	valid_loss	valid_mrr
4.276630233594265	0.2598018026980051	4.1223975316337915	0.28230394358220307
2.705141458410779	0.526757613896732	3.471715564313142	0.39953877420529077
2.0033631382819737	0.6526539023253817	3.23047065216562	0.4582176150187202
1.5872255755639253	0.724585230385991	3.0603514132292373	0.4907487812249557
1.3185238787909004	0.7708193094055943	2.911198854446411	0.5142239222060079
1.1280770796367312	0.8031961853539678	2.8780121492302935	0.5268656475388486
0.9892872668162598	0.8266120020568223	2.885821606801904	0.5387261483980261
0.8796191738904557	0.8449119918843357	2.8516133453534995	0.5446088897145313
0.7931102832257008	0.8602134675600984	2.982161874356477	0.5484407090622446
0.7206971134629941	0.8721864170974892	2.9248999823694644	0.5496513500161793
0.6588363024514751	0.8825501287841323	3.0035173271013345	0.5512395967607913
0.6064330793676838	0.8917769929463455	3.0701259789259536	0.5575351229180461
0.5618841738876871	0.8995212841566383	3.028726204581883	0.5611300507317418
0.5234068983232154	0.9060775109615279	3.0952398517857427	0.5618081105792004
0.4906806073454266	0.9118765179188021	3.086578229199285	0.5656667552564455
0.4611911894499368	0.9169740653215508	3.2474782829699307	0.5656639855840931
0.435539931941098	0.9211942042517602	3.212069677269977	0.5648227806972421
0.41191320225108813	0.9255776520698301	3.2393331683200337	0.5686525074036225
0.39022551286325324	0.9296064674114767	3.2870595714320308	0.5675823345132496
0.3708234510058653	0.9326065695906987	3.224501132965088	0.5674036242391752
0.3550545251639398	0.9360461630685157	3.3300734240075816	0.5701589072528093
0.3396601858398607	0.9384432954912446	3.2469335276147593	0.5704710068910018
0.32561969850443434	0.9411382020703025	3.3940550140712573	0.5702936169893845
0.3153215916870652	0.9430058337470734	3.326615043308424	0.5703008790378985
0.3028417920806993	0.9450114005552628	3.3762545326481694	0.5733835114085156
0.29195541760909643	0.9471710296925481	3.401153642198314	0.5731095373630524
0.2826133747920209	0.9486921059138722	3.4059211015701294	0.5725140364273734
0.2735026445694467	0.9503728910799949	3.500346168227818	0.5726430986238562
0.2650667684060807	0.9516785228370733	3.5607340076695317	0.5746784190768781
0.2598370270875861	0.9527685121626179	3.566968259604081	0.573350411394368
0.2500844803688153	0.9548201058845662	3.5860250773637192	0.576687929422959
0.2452432429325529	0.9555470869499756	3.507900466089663	0.5766865442628446
0.23947116591887913	0.9565598129782428	3.4987567974173506	0.5749924383733583
0.2318762936866952	0.9580277964731599	3.6074888239736143	0.5770067261612933
0.2275683491793519	0.9588411230751066	3.5267252403756846	0.577560010811557
0.2218957487672854	0.9598737087646134	3.5002549834873364	0.5781188147223514
0.2178394016312902	0.9608776959828644	3.591600107110065	0.579288577903872
0.21147355331898327	0.9616498501957498	3.5710354058638862	0.577302441648815
0.20823381835022517	0.9623272390134873	3.5712933695834614	0.5775477270717206
0.20517103106240098	0.9631992193960375	3.587525911953138	0.5817514301642127
0.2013382937749917	0.9635046943097789	3.5960769290509433	0.5788688413474871
0.19712678353944488	0.9644985321733556	3.5548966501070107	0.583102940865185
0.19474442959189067	0.9646279779320616	3.680171567460765	0.581536155032075
0.19015324427676908	0.9654666271901899	3.746941519820172	0.5811099410057068
0.18628116071773937	0.9664326600046371	3.7073516845703125	0.5814726287903993
0.18136406448732129	0.9672409249446529	3.689252029294553	0.5826065643973972
0.18072937019345542	0.9672442382529711	3.6417294274205747	0.5841700797495635
0.17822804930042152	0.9677102627884365	3.703841105751369	0.5836116444805394
0.17599709069765943	0.9680350601081517	3.672555959743002	0.5834762531778087
0.17321380538399106	0.9687238008745255	3.7241977660552315	0.5824936038773992
0.17169701853607724	0.9688448859355586	3.6319491241289223	0.5811946612337361
0.1687420726259963	0.9696601639610366	3.723864565724912	0.5821265481088472
0.16557330948046597	0.9699351945822647	3.753620904424916	0.5804561927266743
0.16349084630634414	0.9704640792410072	3.705499379531197	0.5836975568014643
0.16333399415797573	0.9704619758478169	3.8163315057754517	0.5828507134447927
0.15856059414690485	0.971260611901508	3.6858106644257256	0.5851773541906605
0.15947410206999554	0.9711332090439335	3.725423222002776	0.5815228359854739
